CP107901_left	82	H
CP107901_right_rc	82	H
CP107902_left	83	S
CP107902_right_rc	83	H
CP107903_left	2	H
CP107903_right_rc	2	H
CP107905_left	62	H
CP107905_right_rc	62	H
CP107906_left	84	S
CP107906_right_rc	84	H
CP107907_left	85	S
CP107907_right_rc	85	H
CP107909_left	86	S
CP107909_right_rc	87	S
CP107910_left	17	H
CP107910_right_rc	17	H
CP107911_left	53	H
CP107911_right_rc	53	H
CP107913_left	88	S
CP107913_right_rc	89	S
CP107914_left	62	H
CP107914_right_rc	62	H
CP107915_left	90	S
CP107915_right_rc	90	H
CP107916_left	91	S
CP107916_right_rc	91	H
CP107917_left	2	H
CP107917_right_rc	92	S
CP107918_left	2	H
CP107918_right_rc	2	H
CP107919_left	52	H
CP107919_right_rc	93	S
CP107920_left	94	S
CP107920_right_rc	95	S
CP107921_left	2	H
CP107921_right_rc	2	H
CP107922_left	2	H
CP107922_right_rc	2	H
CP107924_left	96	S
CP107924_right_rc	97	S
CP107925_left	98	S
CP107925_right_rc	99	S
CP107926_left	18	H
CP107926_right_rc	18	H
CP107928_left	2	H
CP107928_right_rc	2	H
CP107933_left	15	H
CP107933_right_rc	15	H
CP107935_left	13	H
CP107935_right_rc	13	H
CP107940_left	23	H
CP107940_right_rc	23	H
CP107944_left	35	H
CP107944_right_rc	100	S
CP107945_left	101	S
CP107945_right_rc	101	H
CP107948_left	3	H
CP107948_right_rc	102	S
CP107949_left	2	H
CP107949_right_rc	2	H
CP107950_left	91	H
CP107950_right_rc	91	H
CP107952_left	103	S
CP107952_right_rc	103	H
CP107955_left	104	S
CP107955_right_rc	71	H
CP107957_left	91	H
CP107957_right_rc	91	H
CP107958_left	2	H
CP107958_right_rc	2	H
CP107960_left	105	S
CP107960_right_rc	106	S
CP107961_left	105	H
CP107961_right_rc	105	H
CP107962_left	105	H
CP107962_right_rc	107	S
CP107963_left	108	S
CP107963_right_rc	108	H
CP107967_left	2	H
CP107967_right_rc	2	H
CP107968_left	2	H
CP107968_right_rc	2	H
CP107971_left	109	S
CP107971_right_rc	17	H
CP107972_left	30	H
CP107972_right_rc	2	H
CP107976_left	2	H
CP107976_right_rc	2	H
CP107977_left	110	S
CP107977_right_rc	111	S
CP107978_left	2	H
CP107978_right_rc	2	H
CP107981_left	17	H
CP107981_right_rc	17	H
CP107983_left	47	H
CP107983_right_rc	112	S
CP107984_left	47	H
CP107984_right_rc	113	S
CP107985_left	12	H
CP107985_right_rc	12	H
CP107986_left	10	H
CP107986_right_rc	10	H
CP107987_left	10	H
CP107987_right_rc	10	H
CP107989_left	10	H
CP107989_right_rc	10	H
CP107990_left	2	H
CP107990_right_rc	10	H
CP107991_left	10	H
CP107991_right_rc	114	S
CP107993_left	115	S
CP107993_right_rc	10	H
CP107996_left	18	H
CP107996_right_rc	18	H
CP107997_left	18	H
CP107997_right_rc	18	H
CP107998_left	35	H
CP107998_right_rc	35	H
CP107999_left	25	H
CP107999_right_rc	10	H
CP108000_left	116	S
CP108000_right_rc	116	H
CP108001_left	116	H
CP108001_right_rc	25	H
CP108005_left	18	H
CP108005_right_rc	18	H
CP108006_left	20	H
CP108006_right_rc	47	H
CP108007_left	117	S
CP108007_right_rc	47	H
CP108008_left	2	H
CP108008_right_rc	0	H
CP108009_left	0	H
CP108009_right_rc	0	H
CP108011_left	71	H
CP108011_right_rc	71	H
CP108013_left	91	H
CP108013_right_rc	118	S
CP108016_left	119	S
CP108016_right_rc	119	H
CP108017_left	70	H
CP108017_right_rc	67	H
CP108018_left	10	H
CP108018_right_rc	120	S
CP108019_left	10	H
CP108019_right_rc	10	H
CP108023_left	2	H
CP108023_right_rc	2	H
CP108024_left	2	H
CP108024_right_rc	2	H
CP108029_left	2	H
CP108029_right_rc	2	H
CP108030_left	17	H
CP108030_right_rc	17	H
CP108032_left	2	H
CP108032_right_rc	2	H
CP108033_left	116	H
CP108033_right_rc	59	H
CP108034_left	116	H
CP108034_right_rc	116	H
CP108035_left	116	H
CP108035_right_rc	116	H
CP108036_left	67	H
CP108036_right_rc	67	H
CP108038_left	54	H
CP108038_right_rc	54	H
CP108039_left	2	H
CP108039_right_rc	2	H
CP108040_left	2	H
CP108040_right_rc	2	H
CP108046_left	62	H
CP108046_right_rc	62	H
CP108047_left	13	H
CP108047_right_rc	13	H
CP108048_left	13	H
CP108048_right_rc	13	H
CP108049_left	54	H
CP108049_right_rc	54	H
CP108050_left	121	S
CP108050_right_rc	122	S
CP108051_left	123	S
CP108051_right_rc	124	S
CP108052_left	125	S
CP108052_right_rc	125	H
CP108053_left	28	H
CP108053_right_rc	28	H
CP108054_left	10	H
CP108054_right_rc	10	H
CP108055_left	62	H
CP108055_right_rc	62	H
CP108057_left	126	S
CP108057_right_rc	127	S
CP108058_left	127	H
CP108058_right_rc	113	H
CP108059_left	2	H
CP108059_right_rc	128	S
CP108060_left	129	S
CP108060_right_rc	129	H
CP108061_left	130	S
CP108061_right_rc	131	S
CP108062_left	25	H
CP108062_right_rc	25	H
CP108063_left	25	H
CP108063_right_rc	25	H
CP108064_left	25	H
CP108064_right_rc	25	H
CP108065_left	10	H
CP108065_right_rc	10	H
CP108066_left	0	H
CP108066_right_rc	0	H
CP108067_left	53	H
CP108067_right_rc	53	H
CP108068_left	20	H
CP108068_right_rc	20	H
CP108069_left	127	H
CP108069_right_rc	132	S
CP108070_left	133	S
CP108070_right_rc	133	H
CP108071_left	25	H
CP108071_right_rc	134	S
CP108072_left	135	S
CP108072_right_rc	23	H
CP108073_left	2	H
CP108073_right_rc	2	H
CP108074_left	2	H
CP108074_right_rc	2	H
CP108075_left	136	S
CP108075_right_rc	136	H
CP108076_left	2	H
CP108076_right_rc	2	H
CP108078_left	137	S
CP108078_right_rc	138	S
CP108079_left	62	H
CP108079_right_rc	62	H
CP108080_left	30	H
CP108080_right_rc	30	H
CP108081_left	139	S
CP108081_right_rc	139	H
CP108082_left	140	S
CP108082_right_rc	140	H
CP108083_left	140	H
CP108083_right_rc	10	H
CP108087_left	141	S
CP108087_right_rc	141	H
CP108088_left	142	S
CP108088_right_rc	143	S
CP108089_left	142	H
CP108089_right_rc	142	H
CP108090_left	53	H
CP108090_right_rc	53	H
CP108091_left	68	H
CP108091_right_rc	68	H
CP108093_left	144	S
CP108093_right_rc	145	S
CP108095_left	146	S
CP108095_right_rc	147	S
CP108096_left	148	S
CP108096_right_rc	148	H
CP108097_left	146	H
CP108097_right_rc	9	H
CP108100_left	2	H
CP108100_right_rc	2	H
CP108102_left	149	S
CP108102_right_rc	149	H
CP108103_left	68	H
CP108103_right_rc	68	H
CP108105_left	150	S
CP108105_right_rc	150	H
CP108106_left	17	H
CP108106_right_rc	17	H
CP108107_left	43	H
CP108107_right_rc	17	H
CP108108_left	151	S
CP108108_right_rc	17	H
CP108109_left	152	S
CP108109_right_rc	152	H
CP108111_left	153	S
CP108111_right_rc	153	H
CP108113_left	118	H
CP108113_right_rc	91	H
CP108114_left	62	H
CP108114_right_rc	62	H
CP108115_left	2	H
CP108115_right_rc	9	H
CP108116_left	2	H
CP108116_right_rc	154	S
CP108118_left	20	H
CP108118_right_rc	20	H
CP108119_left	127	H
CP108119_right_rc	127	H
CP108120_left	155	S
CP108120_right_rc	155	H
CP108121_left	95	H
CP108121_right_rc	52	H
CP108122_left	95	H
CP108122_right_rc	95	H
CP108123_left	18	H
CP108123_right_rc	18	H
CP108125_left	105	H
CP108125_right_rc	105	H
CP108126_left	128	H
CP108126_right_rc	128	H
CP108127_left	62	H
CP108127_right_rc	62	H
CP108128_left	156	S
CP108128_right_rc	156	H
CP108130_left	155	H
CP108130_right_rc	155	H
CP108131_left	157	S
CP108131_right_rc	157	H
CP108132_left	157	H
CP108132_right_rc	157	H
CP108133_left	12	H
CP108133_right_rc	12	H
CP108135_left	30	H
CP108135_right_rc	30	H
CP108136_left	30	H
CP108136_right_rc	158	S
CP108137_left	159	S
CP108137_right_rc	160	S
CP108138_left	161	S
CP108138_right_rc	162	S
CP108139_left	163	S
CP108139_right_rc	2	H
CP108140_left	30	H
CP108140_right_rc	30	H
CP108142_left	164	S
CP108142_right_rc	164	H
CP108143_left	25	H
CP108143_right_rc	25	H
CP108144_left	25	H
CP108144_right_rc	25	H
CP108145_left	165	S
CP108145_right_rc	165	H
CP108146_left	25	H
CP108146_right_rc	25	H
CP108147_left	149	H
CP108147_right_rc	149	H
CP108148_left	70	H
CP108148_right_rc	70	H
CP108152_left	47	H
CP108152_right_rc	47	H
CP108153_left	53	H
CP108153_right_rc	53	H
CP108154_left	166	S
CP108154_right_rc	167	S
CP108156_left	47	H
CP108156_right_rc	47	H
CP108157_left	47	H
CP108157_right_rc	20	H
CP108159_left	0	H
CP108159_right_rc	0	H
CP108161_left	47	H
CP108161_right_rc	47	H
CP108162_left	127	H
CP108162_right_rc	20	H
CP108163_left	127	H
CP108163_right_rc	168	S
CP108164_left	71	H
CP108164_right_rc	71	H
CP108169_left	169	S
CP108169_right_rc	30	H
CP108172_left	35	H
CP108172_right_rc	84	H
CP108173_left	10	H
CP108173_right_rc	25	H
CP108174_left	31	H
CP108174_right_rc	31	H
CP108175_left	2	H
CP108175_right_rc	2	H
CP108176_left	78	H
CP108176_right_rc	78	H
CP108177_left	152	H
CP108177_right_rc	152	H
CP108179_left	10	H
CP108179_right_rc	10	H
CP108180_left	10	H
CP108180_right_rc	10	H
CP108181_left	31	H
CP108181_right_rc	68	H
CP108183_left	155	H
CP108183_right_rc	155	H
CP108184_left	70	H
CP108184_right_rc	70	H
CP108185_left	54	H
CP108185_right_rc	2	H
CP108188_left	25	H
CP108188_right_rc	25	H
CP108189_left	170	S
CP108189_right_rc	25	H
CP108190_left	25	H
CP108190_right_rc	170	H
CP108191_left	171	S
CP108191_right_rc	171	H
CP108192_left	172	S
CP108192_right_rc	172	H
CP108193_left	173	S
CP108193_right_rc	174	S
CP108194_left	18	H
CP108194_right_rc	18	H
CP108195_left	175	S
CP108195_right_rc	175	H
CP108196_left	176	S
CP108196_right_rc	177	S
CP108197_left	178	S
CP108197_right_rc	179	S
CP108198_left	180	S
CP108198_right_rc	180	H
CP108199_left	2	H
CP108199_right_rc	2	H
CP108200_left	2	H
CP108200_right_rc	2	H
CP108201_left	83	H
CP108201_right_rc	83	H
CP108203_left	181	S
CP108203_right_rc	182	S
CP108205_left	4	H
CP108205_right_rc	4	H
CP108206_left	180	H
CP108206_right_rc	180	H
CP108207_left	25	H
CP108207_right_rc	25	H
CP108213_left	25	H
CP108213_right_rc	25	H
CP108214_left	25	H
CP108214_right_rc	68	H
CP108215_left	53	H
CP108215_right_rc	53	H
CP108217_left	3	H
CP108217_right_rc	3	H
CP108218_left	2	H
CP108218_right_rc	2	H
CP108219_left	2	H
CP108219_right_rc	2	H
CP108221_left	183	S
CP108221_right_rc	184	S
CP108222_left	61	H
CP108222_right_rc	17	H
CP108223_left	31	H
CP108223_right_rc	31	H
CP108224_left	15	H
CP108224_right_rc	15	H
CP108225_left	25	H
CP108225_right_rc	25	H
CP108226_left	25	H
CP108226_right_rc	25	H
CP108227_left	10	H
CP108227_right_rc	10	H
CP108228_left	10	H
CP108228_right_rc	10	H
CP108230_left	15	H
CP108230_right_rc	15	H
CP108231_left	15	H
CP108231_right_rc	15	H
CP108232_left	15	H
CP108232_right_rc	15	H
CP108233_left	181	H
CP108233_right_rc	181	H
CP108234_left	68	H
CP108234_right_rc	68	H
CP108235_left	118	H
CP108235_right_rc	118	H
CP108236_left	25	H
CP108236_right_rc	25	H
CP108237_left	17	H
CP108237_right_rc	28	H
CP108238_left	185	S
CP108238_right_rc	185	H
CP108239_left	186	S
CP108239_right_rc	187	S
CP108240_left	30	H
CP108240_right_rc	188	S
CP108241_left	189	S
CP108241_right_rc	30	H
CP108242_left	190	S
CP108242_right_rc	190	H
CP108243_left	28	H
CP108243_right_rc	28	H
CP108244_left	127	H
CP108244_right_rc	127	H
CP108245_left	127	H
CP108245_right_rc	20	H
CP108246_left	14	H
CP108246_right_rc	14	H
CP108249_left	191	S
CP108249_right_rc	127	H
CP108253_left	17	H
CP108253_right_rc	17	H
CP108254_left	43	H
CP108254_right_rc	17	H
CP108255_left	17	H
CP108255_right_rc	192	S
CP108256_left	193	S
CP108256_right_rc	193	H
CP108257_left	193	H
CP108257_right_rc	25	H
CP108258_left	194	S
CP108258_right_rc	194	H
CP108259_left	52	H
CP108259_right_rc	54	H
CP108260_left	195	S
CP108260_right_rc	195	H
CP108261_left	140	H
CP108261_right_rc	105	H
CP108262_left	105	H
CP108262_right_rc	105	H
CP108263_left	105	H
CP108263_right_rc	105	H
CP108264_left	196	S
CP108264_right_rc	197	S
CP108265_left	198	S
CP108265_right_rc	199	S
CP108266_left	171	H
CP108266_right_rc	171	H
CP108267_left	157	H
CP108267_right_rc	157	H
CP108268_left	200	S
CP108268_right_rc	140	H
CP108269_left	105	H
CP108269_right_rc	105	H
CP108270_left	140	H
CP108270_right_rc	201	S
CP108271_left	202	S
CP108271_right_rc	26	H
CP108272_left	127	H
CP108272_right_rc	127	H
CP108273_left	15	H
CP108273_right_rc	15	H
CP108274_left	15	H
CP108274_right_rc	15	H
CP108275_left	15	H
CP108276_left	17	H
CP108276_right_rc	105	H
CP108277_left	17	H
CP108277_right_rc	17	H
CP108280_left	17	H
CP108280_right_rc	203	S
CP108281_left	4	H
CP108281_right_rc	4	H
CP108282_left	4	H
CP108282_right_rc	4	H
CP108283_left	17	H
CP108283_right_rc	105	H
CP108284_left	43	H
CP108284_right_rc	17	H
CP108286_left	17	H
CP108286_right_rc	203	H
CP108287_left	67	H
CP108287_right_rc	67	H
CP108288_left	174	H
CP108288_right_rc	174	H
CP108291_left	30	H
CP108291_right_rc	30	H
CP108292_left	68	H
CP108292_right_rc	68	H
CP108293_left	13	H
CP108293_right_rc	13	H
CP108294_left	13	H
CP108294_right_rc	13	H
CP108295_left	105	H
CP108295_right_rc	204	S
CP108296_left	205	S
CP108296_right_rc	206	S
CP108297_left	207	S
CP108297_right_rc	17	H
CP108298_left	53	H
CP108298_right_rc	53	H
CP108299_left	10	H
CP108299_right_rc	10	H
CP108300_left	10	H
CP108300_right_rc	10	H
CP108301_left	105	H
CP108301_right_rc	105	H
CP108302_left	208	S
CP108302_right_rc	17	H
CP108303_left	208	H
CP108303_right_rc	208	H
CP108304_left	10	H
CP108304_right_rc	10	H
CP108305_left	25	H
CP108305_right_rc	10	H
CP108306_left	128	H
CP108306_right_rc	128	H
CP108307_left	128	H
CP108307_right_rc	25	H
CP108308_left	209	S
CP108308_right_rc	209	H
CP108309_left	140	H
CP108309_right_rc	140	H
CP108310_left	105	H
CP108310_right_rc	105	H
CP108311_left	105	H
CP108311_right_rc	201	H
CP108312_left	210	S
CP108312_right_rc	210	H
CP108313_left	211	S
CP108313_right_rc	2	H
CP108314_left	2	H
CP108314_right_rc	212	S
CP108315_left	54	H
CP108315_right_rc	213	S
CP108316_left	105	H
CP108316_right_rc	105	H
CP108317_left	214	S
CP108317_right_rc	214	H
CP108318_left	10	H
CP108318_right_rc	215	S
CP108319_left	216	S
CP108319_right_rc	217	S
CP108320_left	218	S
CP108320_right_rc	219	S
CP108321_left	220	S
CP108321_right_rc	220	H
CP108322_left	10	H
CP108322_right_rc	10	H
CP108323_left	2	H
CP108323_right_rc	2	H
CP108324_left	42	H
CP108324_right_rc	42	H
CP108325_left	42	H
CP108325_right_rc	42	H
CP108326_left	42	H
CP108326_right_rc	42	H
CP108329_left	2	H
CP108329_right_rc	2	H
CP108330_left	42	H
CP108330_right_rc	42	H
CP108333_left	221	S
CP108333_right_rc	17	H
CP108334_left	68	H
CP108334_right_rc	68	H
CP108335_left	68	H
CP108335_right_rc	68	H
CP108336_left	222	S
CP108336_right_rc	222	H
CP108339_left	2	H
CP108339_right_rc	2	H
CP108341_left	2	H
CP108341_right_rc	2	H
CP108342_left	12	H
CP108342_right_rc	12	H
CP108343_left	2	H
CP108343_right_rc	2	H
CP108344_left	42	H
CP108344_right_rc	2	H
CP108345_left	17	H
CP108345_right_rc	17	H
CP108346_left	150	H
CP108346_right_rc	150	H
CP108347_left	2	H
CP108347_right_rc	2	H
CP108348_left	2	H
CP108348_right_rc	2	H
CP108349_left	42	H
CP108349_right_rc	223	S
CP108350_left	224	S
CP108350_right_rc	224	H
CP108351_left	225	S
CP108351_right_rc	4	H
CP108352_left	194	H
CP108352_right_rc	42	H
CP108354_left	10	H
CP108354_right_rc	10	H
CP108356_left	127	H
CP108356_right_rc	127	H
CP108357_left	127	H
CP108357_right_rc	127	H
CP108358_left	226	S
CP108358_right_rc	227	S
CP108359_left	4	H
CP108359_right_rc	4	H
CP108360_left	228	S
CP108360_right_rc	228	H
CP108361_left	4	H
CP108361_right_rc	4	H
CP108362_left	47	H
CP108362_right_rc	47	H
CP108363_left	229	S
CP108363_right_rc	229	H
CP108364_left	52	H
CP108364_right_rc	52	H
CP108365_left	133	H
CP108365_right_rc	133	H
CP108366_left	230	S
CP108366_right_rc	133	H
CP108367_left	91	H
CP108367_right_rc	91	H
CP108368_left	231	S
CP108368_right_rc	231	H
CP108369_left	232	S
CP108369_right_rc	232	H
CP108370_left	233	S
CP108370_right_rc	82	H
CP108371_left	234	S
CP108371_right_rc	82	H
CP108373_left	235	S
CP108373_right_rc	236	S
CP108376_left	17	H
CP108376_right_rc	17	H
CP108378_left	237	S
CP108378_right_rc	237	H
CP108379_left	238	S
CP108379_right_rc	238	H
CP108380_left	238	H
CP108380_right_rc	238	H
CP108382_left	13	H
CP108382_right_rc	13	H
CP108385_left	239	S
CP108385_right_rc	240	S
CP108386_left	2	H
CP108386_right_rc	59	H
CP108387_left	241	S
CP108387_right_rc	242	S
CP108388_left	243	S
CP108388_right_rc	91	H
CP108390_left	18	H
CP108390_right_rc	18	H
CP108391_left	244	S
CP108391_right_rc	18	H
CP108392_left	245	S
CP108392_right_rc	245	H
CP108393_left	0	H
CP108393_right_rc	0	H
CP108396_left	230	H
CP108396_right_rc	246	S
CP108399_left	247	S
CP108399_right_rc	247	H
CP108413_left	25	H
CP108413_right_rc	25	H
CP108414_left	20	H
CP108414_right_rc	248	S
CP108416_left	9	H
CP108416_right_rc	9	H
CP108417_left	0	H
CP108417_right_rc	249	S
CP108419_left	2	H
CP108419_right_rc	2	H
CP108422_left	4	H
CP108422_right_rc	4	H
CP108427_left	54	H
CP108427_right_rc	2	H
CP108430_left	105	H
CP108430_right_rc	250	S
CP108431_left	251	S
CP108431_right_rc	252	S
CP108432_left	253	S
CP108432_right_rc	254	S
CP108433_left	255	S
CP108433_right_rc	256	S
CP108434_left	257	S
CP108434_right_rc	258	S
CP108435_left	13	H
CP108435_right_rc	13	H
CP108436_left	72	H
CP108436_right_rc	72	H
CP108437_left	259	S
CP108437_right_rc	260	S
CP108438_left	26	H
CP108438_right_rc	26	H
CP108439_left	127	H
CP108439_right_rc	127	H
CP108440_left	127	H
CP108440_right_rc	127	H
CP108442_left	127	H
CP108442_right_rc	20	H
CP108443_left	20	H
CP108443_right_rc	47	H
CP108444_left	117	H
CP108444_right_rc	261	S
CP108445_left	127	H
CP108445_right_rc	9	H
CP108446_left	54	H
CP108446_right_rc	54	H
CP108447_left	238	H
CP108447_right_rc	238	H
CP108450_left	238	H
CP108450_right_rc	238	H
CP108451_left	238	H
CP108451_right_rc	238	H
CP108452_left	82	H
CP108452_right_rc	82	H
CP108453_left	4	H
CP108453_right_rc	4	H
CP108454_left	68	H
CP108454_right_rc	31	H
CP108455_left	18	H
CP108455_right_rc	142	H
CP108456_left	262	S
CP108456_right_rc	262	H
CP108457_left	262	H
CP108457_right_rc	234	H
CP108462_left	263	S
CP108462_right_rc	263	H
CP108463_left	12	H
CP108463_right_rc	12	H
CP108464_left	54	H
CP108464_right_rc	54	H
CP108465_left	54	H
CP108465_right_rc	54	H
CP108466_left	264	S
CP108466_right_rc	265	S
CP108467_left	3	H
CP108467_right_rc	116	H
CP108468_left	116	H
CP108468_right_rc	266	S
CP108471_left	267	S
CP108471_right_rc	268	S
CP108473_left	2	H
CP108473_right_rc	2	H
CP108474_left	25	H
CP108474_right_rc	269	S
CP108475_left	25	H
CP108475_right_rc	25	H
CP108477_left	2	H
CP108477_right_rc	2	H
CP108478_left	270	S
CP108478_right_rc	2	H
CP108479_left	271	S
CP108479_right_rc	272	S
CP108480_left	273	S
CP108480_right_rc	274	S
CP108481_left	275	S
CP108481_right_rc	276	S
CP108488_left	47	H
CP108488_right_rc	47	H
CP108489_left	117	H
CP108489_right_rc	277	S
CP108491_left	105	H
CP108491_right_rc	278	S
CP108492_left	105	H
CP108492_right_rc	105	H
CP108493_left	105	H
CP108493_right_rc	105	H
CP108494_left	279	S
CP108494_right_rc	280	S
CP108495_left	281	S
CP108495_right_rc	282	S
